ward,type,location,year,est_cost,id,intersection_1,intersection_2,intersection_3,intersection_4,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat_3,lon_3,query_3,lat_4,lon_4,query_4
35,Alley Speed Hump Menu,W LOGAN BV & W SCHUBERT AV & N FRANCISCO AV & N RICHMOND ST,2007,2000,28190,N FRANCISCO AV & W LOGAN BV,N RICHMOND ST & W LOGAN BV,N FRANCISCO AV & W SCHUBERT AV,N RICHMOND ST & W SCHUBERT AV,41.9281707,-87.6999565,google,41.9284302,-87.7011905,google,41.9302622,-87.7000132,google,41.930256,-87.7012533,google
33,Alley Resurfacing Menu,N SACRAMENTO AVE & W MONTROSE AVE & N RICHMOND ST & W SUNNYSIDE AVE,2016,26655.05,26933,N SACRAMENTO AVE & W MONTROSE AVE,N RICHMOND ST & W MONTROSE AVE,N SACRAMENTO AVE & W SUNNYSIDE AVE,N RICHMOND ST & W SUNNYSIDE AVE,41.96122056200005,-87.70335618699994,census,41.9612345,-87.7021202,google,41.96304961100003,-87.70340844499998,census,41.9630544,-87.7021793,google
49,Alley Speed Hump Menu,N HAMILTON AV & N RIDGE AV & W PETERSON AV & W CHASE AV,2008,1050,39160,N HAMILTON AV & W PETERSON AV,N RIDGE AV & W PETERSON AV,N HAMILTON AV & W CHASE AV,N RIDGE AV & W CHASE AV,41.989865,-87.7458979,google,41.990782814000056,-87.67214176199997,census,42.01404992200003,-87.68496520199994,census,42.014037862000066,-87.68368687799995,census
49,Alley Resurface Menu,W CHASE AV & W JARVIS AV & N DAMEN AV & N RIDGE AV,2007,48392,39117,N DAMEN AV & W CHASE AV,N RIDGE AV & W CHASE AV,N DAMEN AV & W JARVIS AV,N RIDGE AV & W JARVIS AV,42.0140107,-87.6804917,google,42.014037862000066,-87.68368687799995,census,42.015123232000064,-87.68048302799997,census,42.01515137100006,-87.68408082699995,census
49,Alley Speed Hump Menu,N HAMILTON AV & N RIDGE BV & W TOUHY AV & W CHASE AV,2007,1050,39123,N HAMILTON AV & W TOUHY AV,N RIDGE BV & W TOUHY AV,N HAMILTON AV & W CHASE AV,N RIDGE BV & W CHASE AV,42.0122188,-87.6849848,google,42.01232539000006,-87.68308389499998,census,42.01404992200003,-87.68496520199994,census,42.014037862000066,-87.68368687799995,census
30,Alley Resurface Menu,N MILWAUKEE AV & W BELMONT AV & N RIDGEWAY AV & N HAMLIN AV,2005,25284,23782,N MILWAUKEE AV & W BELMONT AV,N RIDGEWAY AV & W BELMONT AV,N HAMLIN AV & W BELMONT AV,N RIDGEWAY AV & N MILWAUKEE AV,41.93913530100008,-87.72391791099994,census,41.9391717,-87.7206874,google,41.93916344000007,-87.72187178799999,census,41.9360187,-87.7188009,google
30,Alley Resurface Menu,N MILWAUKEE AV & N RIDGEWAY AV & N LAWNDALE AV & W GEORGE ST,2007,10836,23928,N MILWAUKEE AV & W GEORGE ST,N RIDGEWAY AV & W GEORGE ST,N LAWNDALE AV & W GEORGE ST,N RIDGEWAY AV & N MILWAUKEE AV,41.9220461,-87.6959666,google,41.9336918,-87.7212949,google,41.9337124,-87.7196691,google,41.9360187,-87.7188009,google
30,Alley Speed Hump Menu,N HAMLIN AV & N RIDGEWAY AV & W ROSCOE ST & W CORNELIA AV,2007,1000,23938,N HAMLIN AV & W ROSCOE ST,N RIDGEWAY AV & W ROSCOE ST,N HAMLIN AV & W CORNELIA AV,N RIDGEWAY AV & W CORNELIA AV,41.9427995,-87.7223945,google,41.942817,-87.7211708,google,41.94461842800007,-87.72245065199996,census,41.9446305,-87.7212317,google
30,Alley Resurface Menu,N LAWNDALE AV & N RIDGEWAY AV & W ROSCOE ST & W CORNELIA AV,2005,17953,23781,N LAWNDALE AV & W ROSCOE ST,N RIDGEWAY AV & W ROSCOE ST,N LAWNDALE AV & W CORNELIA AV,N RIDGEWAY AV & W CORNELIA AV,41.942832,-87.7199507,google,41.942817,-87.7211708,google,41.9446505,-87.7199992,google,41.9446305,-87.7212317,google
27,Alley Resurface Menu,N HAMLIN AV & N RIDGEWAY AV & W THOMAS ST & W DIVISION ST,2007,26145,21712,N HAMLIN AV & W THOMAS ST,N RIDGEWAY AV & W THOMAS ST,N HAMLIN AV & W DIVISION ST,N RIDGEWAY AV & W DIVISION ST,41.9008954,-87.7213828,google,41.9008983,-87.7201489,google,41.9027106,-87.7214299,google,41.9027222,-87.720199,google
27,Alley Speed Hump Menu,N HAMLIN AV & N RIDGEWAY AV & W THOMAS ST & W DIVISION ST,2008,2000,21782,N HAMLIN AV & W THOMAS ST,N RIDGEWAY AV & W THOMAS ST,N HAMLIN AV & W DIVISION ST,N RIDGEWAY AV & W DIVISION ST,41.9008954,-87.7213828,google,41.9008983,-87.7201489,google,41.9027106,-87.7214299,google,41.9027222,-87.720199,google
27,Alley Speed Hump Menu,N HAMLIN AV & N RIDGEWAY AV & W FERDINAND ST & W KINZIE ST,2006,1050,21657,N HAMLIN AV & W FERDINAND ST,N RIDGEWAY AV & W FERDINAND ST,N HAMLIN AV & W KINZIE ST,N RIDGEWAY AV & W KINZIE ST,41.8899006,-87.7210298,google,41.88991178100008,-87.71981762599995,census,41.8877015,-87.720957,google,41.942817,-87.7211708,google
30,Alley Resurface Menu,N LAWNDALE AV & N RIDGEWAY AV & W SCHOOL ST & W ROSCOE ST,2005,18567,23777,N LAWNDALE AV & W SCHOOL ST,N RIDGEWAY AV & W SCHOOL ST,N LAWNDALE AV & W ROSCOE ST,N RIDGEWAY AV & W ROSCOE ST,41.9410031,-87.7198924,google,41.9409843,-87.7211154,google,41.942832,-87.7199507,google,41.942817,-87.7211708,google
30,Alley Speed Hump Menu,W ROSCOE ST & W SCHOOL ST & N HAMLIN AV & N RIDGEWAY AV,2007,500,23933,N HAMLIN AV & W ROSCOE ST,N RIDGEWAY AV & W ROSCOE ST,N HAMLIN AV & W SCHOOL ST,N RIDGEWAY AV & W SCHOOL ST,41.9427995,-87.7223945,google,41.942817,-87.7211708,google,41.9409678,-87.7223409,google,41.9409843,-87.7211154,google
35,Alley Speed Hump Menu,N HAMLIN AV & N RIDGEWAY AV & W SCHUBERT AV & W WRIGHTWOOD AV,2005,3500,28102,N HAMLIN AV & W SCHUBERT AV,N RIDGEWAY AV & W SCHUBERT AV,N HAMLIN AV & W WRIGHTWOOD AV,N RIDGEWAY AV & W WRIGHTWOOD AV,41.9300617,-87.7220409,google,41.9300555,-87.7208108,google,41.92819718800007,-87.72198434499995,census,41.9282092,-87.720753,google
30,Alley Speed Hump Menu,N MILWAUKEE AVE & N RIDGEWAY AVE & W OAKDALE AVE & N CENTRAL PARK AVE,2017,700,24514,N MILWAUKEE AVE & W OAKDALE AVE,N RIDGEWAY AVE & W OAKDALE AVE,N CENTRAL PARK AVE & W OAKDALE AVE,N RIDGEWAY AVE & N MILWAUKEE AVE,41.9480062,-87.7384381,google,41.934930499000075,-87.71996234099998,census,41.9346478,-87.7172549,google,41.9360187,-87.7188009,google
31,Alley Apron Menu,W WRIGHTWOOD AVE & N LAWNDALE AVE & N RIDGEWAY AVE & W ALTGELD ST,2021,5888.08,42316,N LAWNDALE AVE & W WRIGHTWOOD AVE,N RIDGEWAY AVE & W WRIGHTWOOD AVE,N LAWNDALE AVE & W ALTGELD ST,N RIDGEWAY AVE & W ALTGELD ST,41.928215,-87.719532,google,41.92820924700004,-87.72075425899999,census,41.926399,-87.7194709,google,41.9263863,-87.7207039,google
35,Concrete Alley Menu,N LAWNDALE AVE & W BELLE PLAINE AVE & N RIDGEWAY AVE & W BERTEAU AVE,2019,183000,28755,N LAWNDALE AVE & W BELLE PLAINE AVE,N RIDGEWAY AVE & W BELLE PLAINE AVE,N LAWNDALE AVE & W BERTEAU AVE,N RIDGEWAY AVE & W BERTEAU AVE,41.95557664100005,-87.72031207199996,census,41.9555593,-87.7215451,google,41.9574033,-87.7203654,google,41.9573905,-87.7216332,google
26,Alley Resurfacing Menu,W ARMITAGE AVE & N HAMLIN AVE & W CORTLAND ST & N RIDGEWAY AVE,2017,40753.04,21411,N HAMLIN AVE & W ARMITAGE AVE,N RIDGEWAY AVE & W ARMITAGE AVE,N HAMLIN AVE & W CORTLAND ST,N RIDGEWAY AVE & W CORTLAND ST,41.9172342,-87.7216539,google,41.9172476,-87.7204223,google,41.9153989,-87.7216051,google,41.9154148,-87.7203814,google
35,Alley Resurfacing Menu,N HAMLIN AVE & W BELDEN AVE & W FULLERTON AVE & N RIDGEWAY AVE,2022,58310.04,28930,N HAMLIN AVE & W BELDEN AVE,N RIDGEWAY AVE & W BELDEN AVE,N HAMLIN AVE & W FULLERTON AVE,N RIDGEWAY AVE & W FULLERTON AVE,41.9227294,-87.7218001,google,41.9227375,-87.7205592,google,41.92454311000006,-87.72187982799994,census,41.9245275,-87.7206476,google
26,Alley Resurfacing Menu,N HAMLIN AVE & W NORTH AVE & N RIDGEWAY AVE & W LE MOYNE ST,2015,38663,21336,N HAMLIN AVE & W NORTH AVE,N RIDGEWAY AVE & W NORTH AVE,N HAMLIN AVE & W LE MOYNE ST,N RIDGEWAY AVE & W LE MOYNE ST,41.9099926,-87.7214269,google,41.9099951,-87.7204517,google,41.908125890000065,-87.72160245599997,census,41.9081252,-87.7203866,google
26,Alley Resurfacing Menu,N LAWNDALE AVE & W HIRSCH ST & W POTOMAC AVE & N RIDGEWAY AVE,2021,45956.24,21538,N LAWNDALE AVE & W HIRSCH ST,N RIDGEWAY AVE & W HIRSCH ST,N LAWNDALE AVE & W POTOMAC AVE,N RIDGEWAY AVE & W POTOMAC AVE,41.906348,-87.7191114,google,41.90633704000004,-87.72033217099994,census,41.90454015100005,-87.71907796599999,census,41.90452809100003,-87.72027187299994,census
30,Alley Speed Hump Menu,N HAMLIN AVE & W CORNELIA AVE & N RIDGEWAY AVE & W ROSCOE ST,2013,700,24298,N HAMLIN AVE & W CORNELIA AVE,N RIDGEWAY AVE & W CORNELIA AVE,N HAMLIN AVE & W ROSCOE ST,N RIDGEWAY AVE & W ROSCOE ST,41.9446106,-87.7224512,google,41.9446305,-87.7212317,google,41.9427995,-87.7223945,google,41.942817,-87.7211708,google
30,Alley Speed Hump Menu,W ROSCOE ST & N HAMLIN AVE & N RIDGEWAY AVE & W SCHOOL ST,2021,350,42219,N HAMLIN AVE & W ROSCOE ST,N RIDGEWAY AVE & W ROSCOE ST,N HAMLIN AVE & W SCHOOL ST,N RIDGEWAY AVE & W SCHOOL ST,41.9427995,-87.7223945,google,41.942817,-87.7211708,google,41.9409678,-87.7223409,google,41.9409843,-87.7211154,google
47,Alley Speed Hump Menu,N LINCOLN AV & N ROCKWELL ST & W ARGYLE ST & W AINSLIE ST,2009,1100,37530,N LINCOLN AV & W ARGYLE ST,N ROCKWELL ST & W ARGYLE ST,N LINCOLN AV & W AINSLIE ST,N ROCKWELL ST & W AINSLIE ST,41.97188934300004,-87.69066138299996,census,41.9718412,-87.6939149,google,41.9708116,-87.6899414,google,41.9707738,-87.6938817,google
1,Concrete Alley Menu,W HOMER ST & N WASHTENAW AVE & W ARMITAGE AVE & N ROCKWELL ST,2017,264000,704,N WASHTENAW AVE & W HOMER ST,N ROCKWELL ST & W HOMER ST,N WASHTENAW AVE & W ARMITAGE AVE,N ROCKWELL ST & W ARMITAGE AVE,41.91660383300007,-87.69471744899994,census,41.9166343,-87.6922643,google,41.9175306,-87.6947141,google,41.917555,-87.6922915,google
40,Alley Speed Hump Menu,W SUMMERDALE AV & W BERWYN AV & N LINCOLN AV & N ROCKWELL ST,2005,1750,32011,N LINCOLN AV & W SUMMERDALE AV,N ROCKWELL ST & W SUMMERDALE AV,N LINCOLN AV & W BERWYN AV,N ROCKWELL ST & W BERWYN AV,41.97859853500006,-87.69261906799994,census,41.9785863,-87.6941327,google,41.97768602100007,-87.69254268999998,census,41.977675,-87.6941034,google
1,Alley Speed Hump Menu,N TALMAN AV & N ROCKWELL ST & W CORTLAND ST & W BLOOMINGDALE AV,2007,2000,187,N TALMAN AV & W CORTLAND ST,N ROCKWELL ST & W CORTLAND ST,N TALMAN AV & W BLOOMINGDALE AV,N ROCKWELL ST & W BLOOMINGDALE AV,41.91570739800005,-87.69347128399994,census,41.9157139,-87.6922316,google,41.91394266700007,-87.69342304499997,census,41.9139685,-87.6922032,google
26,Alley Resurfacing Menu,N MAPLEWOOD AVE & W IOWA ST & N ROCKWELL ST & W CHICAGO AVE,2015,56898,21333,N MAPLEWOOD AVE & W IOWA ST,N ROCKWELL ST & W IOWA ST,N MAPLEWOOD AVE & W CHICAGO AVE,N ROCKWELL ST & W CHICAGO AVE,41.89752544700008,-87.69058098499994,census,41.8975125,-87.691819,google,41.8956968,-87.6905403,google,41.8956858,-87.6917674,google
26,Alley Resurfacing Menu,W DIVISION ST & N WASHTENAW AVE & N ROCKWELL ST & W CRYSTAL ST,2022,37231.65,21567,N WASHTENAW AVE & W DIVISION ST,N ROCKWELL ST & W DIVISION ST,N WASHTENAW AVE & W CRYSTAL ST,N ROCKWELL ST & W CRYSTAL ST,41.90294827500003,-87.69441595699999,census,41.9029563,-87.69194,google,41.90389294900007,-87.69444007699997,census,41.90391304800005,-87.69197588599997,census
26,Alley Speed Hump Menu,W POTOMAC AVE & N WASHTENAW AVE & W EVERGREEN AVE & N ROCKWELL ST,2013,700,21257,N WASHTENAW AVE & W POTOMAC AVE,N ROCKWELL ST & W POTOMAC AVE,N WASHTENAW AVE & W EVERGREEN AVE,N ROCKWELL ST & W EVERGREEN AVE,41.90477330400006,-87.69446017599995,census,41.9047888,-87.6919833,google,41.90568983800006,-87.69448429499994,census,41.905713958000035,-87.69202010499998,census
1,Alley Speed Hump Menu,W THOMAS ST & W HADDON AV & N WASHTENAW AV & N ROCKWELL ST,2007,500,188,N WASHTENAW AV & W THOMAS ST,N ROCKWELL ST & W THOMAS ST,N WASHTENAW AV & W HADDON AV,N ROCKWELL ST & W HADDON AV,41.9011242,-87.6943611,google,41.9011531,-87.6918909,google,41.9020069,-87.6943695,google,41.90204380100005,-87.69192764699994,census
40,Alley Speed Hump Menu,N MAPLEWOOD AVE & W ARDMORE AVE & N ROCKWELL ST & W HOLLYWOOD AVE,2016,1400,32513,N MAPLEWOOD AVE & W ARDMORE AVE,N ROCKWELL ST & W ARDMORE AVE,N MAPLEWOOD AVE & W HOLLYWOOD AVE,N ROCKWELL ST & W HOLLYWOOD AVE,41.9867781,-87.6931886,google,41.9867459,-87.6944157,google,41.9849665,-87.6931393,google,41.98496603700005,-87.69435967899994,census
40,Alley Resurfacing Menu,N MAPLEWOOD AVE & W ARDMORE AVE & N ROCKWELL ST & W HOLLYWOOD AVE,2019,25701.75,32633,N MAPLEWOOD AVE & W ARDMORE AVE,N ROCKWELL ST & W ARDMORE AVE,N MAPLEWOOD AVE & W HOLLYWOOD AVE,N ROCKWELL ST & W HOLLYWOOD AVE,41.9867781,-87.6931886,google,41.9867459,-87.6944157,google,41.9849665,-87.6931393,google,41.98496603700005,-87.69435967899994,census
47,Alley Speed Hump Menu,W LAWRENCE AV & W LELAND AV & N TALMAN AV & N ROCKWELL ST,2005,3500,37290,N TALMAN AV & W LAWRENCE AV,N ROCKWELL ST & W LAWRENCE AV,N TALMAN AV & W LELAND AV,N ROCKWELL ST & W LELAND AV,41.96856489700008,-87.69501893999995,census,41.9685798,-87.6938156,google,41.96673986800005,-87.69496266199997,census,41.96674790700007,-87.69374463599996,census
35,Alley Resurface Menu,N TALMAN AV & N ROCKWELL ST & W ALTGELD ST & W LOGAN BV,2007,20812,28183,N TALMAN AV & W ALTGELD ST,N ROCKWELL ST & W ALTGELD ST,N TALMAN AV & W LOGAN BV,N ROCKWELL ST & W LOGAN BV,41.92666561100003,-87.69380895399996,census,41.9266768,-87.6925972,google,41.9287451,-87.6938936,google,41.92823738700008,-87.69264720699994,census
26,Alley Speed Hump Menu,W EVERGREEN AV & W POTOMAC AV & N WASHTENAW AV & N ROCKWELL ST,2005,1750,20916,N WASHTENAW AV & W EVERGREEN AV,N ROCKWELL ST & W EVERGREEN AV,N WASHTENAW AV & W POTOMAC AV,N ROCKWELL ST & W POTOMAC AV,41.90568983800006,-87.69448429499994,census,41.905703,-87.6920127,google,41.904772,-87.6944439,google,41.90479742400004,-87.69199598499995,census
26,Alley Resurfacing Menu,W DIVISION ST & N MAPLEWOOD AVE & W POTOMAC AVE & N ROCKWELL ST,2015,55395,21332,N MAPLEWOOD AVE & W DIVISION ST,N ROCKWELL ST & W DIVISION ST,N MAPLEWOOD AVE & W POTOMAC AVE,N ROCKWELL ST & W POTOMAC AVE,41.9029709,-87.6907112,google,41.9029563,-87.69194,google,41.90481,-87.6907405,google,41.90479742400004,-87.69199598499995,census
40,Alley Speed Hump Menu,W PETERSON AV & W THORNDALE AV & N TALMAN AV & N ROCKWELL ST,2008,1000,32179,N TALMAN AV & W PETERSON AV,N ROCKWELL ST & W PETERSON AV,N TALMAN AV & W THORNDALE AV,N ROCKWELL ST & W THORNDALE AV,41.9904106,-87.6957483,google,41.9904187,-87.6945287,google,41.988591,-87.6956756,google,41.98860403500004,-87.69447223599997,census
40,Concrete Alley Menu,N TALMAN AVE & N ROCKWELL ST & W PETERSON AVE & W THORNDALE AVE,2011,91000,32301,N TALMAN AVE & W PETERSON AVE,N ROCKWELL ST & W PETERSON AVE,N TALMAN AVE & W THORNDALE AVE,N ROCKWELL ST & W THORNDALE AVE,41.9904106,-87.6957483,google,41.9904187,-87.6945287,google,41.988591,-87.6956756,google,41.98860403500004,-87.69447223599997,census
49,Alley Resurface Menu,N ROGERS AV & W CHASE AV & N WOLCOTT AV & N HONORE ST,2007,4319,39114,N ROGERS AV & W CHASE AV,N WOLCOTT AV & W CHASE AV,N HONORE ST & W CHASE AV,N ROGERS AV & N WOLCOTT AV,42.01365597300003,-87.68027801399995,census,42.01370823100007,-87.67821983099998,census,42.01373637100005,-87.67669227399995,census,42.01461270600004,-87.67826002999999,census
49,Alley Resurfacing Menu,N ROGERS AVE & N GREENVIEW AVE & W JONQUIL TER & N SHERIDAN RD,2015,31982,39435,N ROGERS AVE & W JONQUIL TER,N GREENVIEW AVE & W JONQUIL TER,N SHERIDAN RD & W JONQUIL TER,N ROGERS AVE & N SHERIDAN RD,42.0211508,-87.670691,google,42.021136983000076,-87.66823443099997,census,42.02112492400005,-87.66658225699996,census,42.02027270800005,-87.66634106399994,census
42,Alley Resurfacing Menu,E BELLEVUE PL & E OAK ST & N LAKE SHORE DR & N RUSH ST,2012,31770,33847,N LAKE SHORE DR & E BELLEVUE PL,N RUSH ST & E BELLEVUE PL,N LAKE SHORE DR & E OAK ST,N RUSH ST & E OAK ST,41.90162573200007,-87.62426490299998,census,41.90156543400008,-87.62789084199994,census,41.90081773500003,-87.62422470399997,census,41.900761457000044,-87.62750895199997,census
42,Alley Speed Hump Menu,N MICHIGAN & N RUSH ST & W OAK ST & W WALTON ST,2006,500,33524,N MICHIGAN & W OAK ST,N RUSH ST & W OAK ST,N MICHIGAN & W WALTON ST,N RUSH ST & W WALTON ST,41.90081773500003,-87.62422470399997,census,41.900761457000044,-87.62750895199997,census,41.90000973800005,-87.62416038599997,census,41.89995747900008,-87.62714314299996,census
36,Alley Speed Hump Menu,N OAK PARK AV & N RUTHERFORD AV & W GEORGE ST & W WELLINGTON AV,2006,1000,29042,N OAK PARK AV & W GEORGE ST,N RUTHERFORD AV & W GEORGE ST,N OAK PARK AV & W WELLINGTON AV,N RUTHERFORD AV & W WELLINGTON AV,41.93270750100004,-87.79552416399997,census,41.93272358100006,-87.79430211799996,census,41.934528510000064,-87.79558044199996,census,41.93454459000003,-87.79435839699994,census
29,Alley Resurfacing Menu,N NORMANDY AVE & W BLOOMINGDALE AVE & N RUTHERFORD AVE & W CORTLAND ST,2014,23589,23388,N NORMANDY AVE & W BLOOMINGDALE AVE,N RUTHERFORD AVE & W BLOOMINGDALE AVE,N NORMANDY AVE & W CORTLAND ST,N RUTHERFORD AVE & W CORTLAND ST,41.9126815,-87.7924512,google,41.912676403000034,-87.79367501599995,census,41.9145079,-87.7925006,google,41.914501432000066,-87.79373531399995,census
36,Alley Speed Hump Menu,N OAK PARK AVE & N RUTHERFORD AVE & W GRAND AVE & W MEDILL AVE,2013,1400,29348,N OAK PARK AVE & W GRAND AVE,N RUTHERFORD AVE & W GRAND AVE,N OAK PARK AVE & W MEDILL AVE,N RUTHERFORD AVE & W MEDILL AVE,41.923589,-87.7952238,google,41.9236066,-87.7940138,google,41.92238443100007,-87.79520257299998,census,41.922400510000045,-87.79377149299995,census
29,Alley Resurfacing Menu,N OAK PARK AVE & W WABANSIA AVE & W NORTH AVE & N RUTHERFORD AVE,2021,21679.305,42061,N OAK PARK AVE & W WABANSIA AVE,N RUTHERFORD AVE & W WABANSIA AVE,N OAK PARK AVE & W NORTH AVE,N RUTHERFORD AVE & W NORTH AVE,41.91083931400004,-87.79484480299999,census,41.910855394000066,-87.79362275699998,census,41.9089778,-87.7950425,google,41.9090859,-87.7935495,google
36,Alley Resurfacing Menu,N NORMANDY AVE & N RUTHERFORD AVE & W NORTH AVE & W WABANSIA AVE,2012,31805,29310,N NORMANDY AVE & W NORTH AVE,N RUTHERFORD AVE & W NORTH AVE,N NORMANDY AVE & W WABANSIA AVE,N RUTHERFORD AVE & W WABANSIA AVE,41.909054,-87.7923458,google,41.9090859,-87.7935495,google,41.9108642,-87.7923838,google,41.910855394000066,-87.79362275699998,census
33,Alley Speed Hump Menu,N RICHMOND ST & N SACRAMENTO AV & W CULLOM AV & W BELLE PLAINE AV,2007,1000,26609,N RICHMOND ST & W CULLOM AV,N SACRAMENTO AV & W CULLOM AV,N RICHMOND ST & W BELLE PLAINE AV,N SACRAMENTO AV & W BELLE PLAINE AV,41.9593819,-87.7020855,google,41.9593976,-87.7033018,google,41.9557788,-87.7019528,google,41.955765575000044,-87.70318333199998,census
27,Alley Speed Hump Menu,W FULTON ST & W CARROLL AV & N FRANCISCO AV & N SACRAMENTO AV,2007,1000,21715,N FRANCISCO AV & W FULTON ST,N SACRAMENTO AV & W FULTON ST,N FRANCISCO AV & W CARROLL AV,N SACRAMENTO AV & W CARROLL AV,41.8865134,-87.6988943,google,41.8864705,-87.7027604,google,41.8876251,-87.6989311,google,41.88758426600003,-87.70139046199995,census
35,Alley Speed Hump Menu,W MEDILL AV & W FULLERTON AV & N ALBANY AV & N SACRAMENTO AV,2010,2100,28377,N ALBANY AV & W MEDILL AV,N SACRAMENTO AV & W MEDILL AV,N ALBANY AV & W FULLERTON AV,N SACRAMENTO AV & W FULLERTON AV,41.92377933200004,-87.70461441199996,census,41.923803451000026,-87.70228689699996,census,41.9247844,-87.7046423,google,41.92476420400004,-87.70231503599996,census
50,Alley Speed Hump Menu,W JARLATH ST & W TOUHY AV & N ALBANY DR & N SACRAMENTO AV,2008,1050,39821,N ALBANY DR & W JARLATH ST,N SACRAMENTO AV & W JARLATH ST,N ALBANY DR & W TOUHY AV,N SACRAMENTO AV & W TOUHY AV,42.01281983600006,-87.70679319099997,census,42.0128629,-87.7044174,google,42.0117916,-87.8017797,google,42.011967620000064,-87.70444959599996,census
2,Alley Resurface Menu,N RICHMOND ST & N SACRAMENTO AV & W JACKSON BV & W VAN BUREN ST,2005,18578,939,N RICHMOND ST & W JACKSON BV,N SACRAMENTO AV & W JACKSON BV,N RICHMOND ST & W VAN BUREN ST,N SACRAMENTO AV & W VAN BUREN ST,41.8773891,-87.699868,google,41.8773684,-87.7010973,google,41.8759287,-87.6998293,google,41.8759148,-87.7010713,google
2,Alley Speed Hump Menu,N ALBANY AV & N SACRAMENTO AV & W LAKE ST & W WALNUT ST,2007,1000,1035,N ALBANY AV & W LAKE ST,N SACRAMENTO AV & W LAKE ST,N ALBANY AV & W WALNUT ST,N SACRAMENTO AV & W WALNUT ST,41.884211580000056,-87.70375013599994,census,41.8840031,-87.7012815,google,41.8854175,-87.7037832,google,41.88545774500005,-87.70132614399995,census
2,Alley Resurface Menu,W MADISON ST & W WARREN AV & N FRANCISCO AV & N SACRAMENTO AV,2006,15338,964,N FRANCISCO AV & W MADISON ST,N SACRAMENTO AV & W MADISON ST,N FRANCISCO AV & W WARREN AV,N SACRAMENTO AV & W WARREN AV,41.8810418,-87.698724,google,41.8810168,-87.7012048,google,41.8819692,-87.6987611,google,41.8819435,-87.7012323,google
2,Alley Resurface Menu,N ALBANY AV & W LAKE ST & N SACRAMENTO AV & W WASHINGTON,2007,31317,1032,N ALBANY AV & W LAKE ST,N SACRAMENTO AV & W LAKE ST,N ALBANY AV & W WASHINGTON,N SACRAMENTO AV & W WASHINGTON,41.884211580000056,-87.70375013599994,census,41.8840031,-87.7012815,google,41.8828101,-87.7037042,google,41.882848839000076,-87.70125378599994,census
32,Alley Speed Hump Menu,W LOGAN BLVD & N RICHMOND ST & W ALTGELD ST & N SACRAMENTO AVE,2019,1785.82,26368,N RICHMOND ST & W LOGAN BLVD,N SACRAMENTO AVE & W LOGAN BLVD,N RICHMOND ST & W ALTGELD ST,N SACRAMENTO AVE & W ALTGELD ST,41.9284302,-87.7011905,google,41.92815296900005,-87.70241151299996,census,41.9266024,-87.7011131,google,41.92658521300007,-87.70236327499998,census
32,Alley Speed Hump Menu,W LOGAN BLVD & N RICHMOND ST & N SACRAMENTO AVE & W ALTGELD ST,2021,700,26443,N RICHMOND ST & W LOGAN BLVD,N SACRAMENTO AVE & W LOGAN BLVD,N RICHMOND ST & W ALTGELD ST,N SACRAMENTO AVE & W ALTGELD ST,41.9284302,-87.7011905,google,41.92815296900005,-87.70241151299996,census,41.9266024,-87.7011131,google,41.92658521300007,-87.70236327499998,census
1,Alley Resurfacing Menu,W MEDILL AVE & N MILWAUKEE AVE & N SACRAMENTO AVE & W BELDEN AVE,2018,13205.57,752,N MILWAUKEE AVE & W MEDILL AVE,N SACRAMENTO AVE & W MEDILL AVE,N MILWAUKEE AVE & W BELDEN AVE,N SACRAMENTO AVE & W BELDEN AVE,41.923835610000026,-87.69886597299995,census,41.923803451000026,-87.70228689699996,census,41.9233398,-87.6980678,google,41.923260766000055,-87.70225875799997,census
33,Alley Resurfacing Menu (1-1),N RICHMOND ST & W CULLOM AVE & N SACRAMENTO AVE & W BERTEAU AVE,2016,23470.44,26923,N RICHMOND ST & W CULLOM AVE,N SACRAMENTO AVE & W CULLOM AVE,N RICHMOND ST & W BERTEAU AVE,N SACRAMENTO AVE & W BERTEAU AVE,41.9593819,-87.7020855,google,41.959399553000026,-87.70329990799996,census,41.9575892,-87.7020324,google,41.95757854400006,-87.70324362999997,census
33,Alley Speed Hump Menu,N FRANCISCO AVE & N SACRAMENTO AVE & W LELAND AVE & W EASTWOOD AVE,2011,550,26758,N FRANCISCO AVE & W LELAND AVE,N SACRAMENTO AVE & W LELAND AVE,N FRANCISCO AVE & W EASTWOOD AVE,N SACRAMENTO AVE & W EASTWOOD AVE,41.9503153,-87.7005716,google,41.966667510000036,-87.70352502199995,census,41.96564243800003,-87.70104877099999,census,41.965626359000055,-87.70349286299995,census
35,Alley Resurface Menu,N CALIFORNIA AVE & W PALMER ST & W LYNDALE ST & N SACRAMENTO AVE,2011,48477,28449,N CALIFORNIA AVE & W PALMER ST,N SACRAMENTO AVE & W PALMER ST,N CALIFORNIA AVE & W LYNDALE ST,N SACRAMENTO AVE & W LYNDALE ST,41.921686,-87.6973215,google,41.92150407500003,-87.70221051899995,census,41.9224268,-87.6973464,google,41.9223777,-87.7022307,google
