ward,item,location,cost
27,Street Resurfacing Menu (2022),ON W FULTON BLVD FROM N SACRAMENTO BLVD  (3000 W) TO N KEDZIE AVE  (3200 W),"$143,661.63"
27,Street Resurfacing Menu (2022),ON W THOMAS ST FROM N CENTRAL PARK AVE  (3600 W) TO N MONTICELLO AVE  (3640 W),"$39,951.12"
27,Street Speed Hump Menu (2022),ON N ALBANY AVE FROM W FRANKLIN BLVD  (500 N) TO W OHIO ST  (600 N),"$4,700.00"
27,Street Speed Hump Menu (2022),ON N CLEVELAND AVE FROM N CLYBOURN AVE  (1260 N) TO W BLACKHAWK ST  (1500 N),"$4,700.00"
27,Street Speed Hump Menu (2022),ON N CLEVELAND AVE FROM W OAK ST  (1000 N) TO W HOBBIE ST  (1100 N),"$2,350.00"
27,Street Speed Hump Menu (2022),ON N HERMITAGE AVE FROM W WARREN BLVD  (40 N) TO W WASHINGTON BLVD  (100 N),"$2,350.00"
27,Street Speed Hump Menu (2022),ON N NOBLE ST FROM W THOMAS ST  (1100 N) TO W DIVISION ST  (1200 N),"$4,700.00"
27,Street Speed Hump Menu (2022),ON N ORLEANS ST FROM W SCHILLER ST  (1400 N) TO W NORTH AVE  (1600 N),"$9,400.00"
27,Street Speed Hump Menu (2022),ON N TROY ST FROM W OHIO ST  (600 N) TO W CHICAGO AVE  (800 N),"$9,400.00"
27,Street Speed Hump Menu (2022),ON S WASHTENAW AVE FROM W GLADYS AVE  (330 S) TO W VAN BUREN ST  (400 S),"$2,350.00"
27,Street Speed Hump Menu (2022),ON S WASHTENAW AVE FROM W JACKSON BLVD  (300 S) TO W GLADYS AVE  (330 S),"$2,350.00"
27,Street Speed Hump Menu (2022),ON W GLADYS AVE FROM S WASHTENAW AVE  (2700 W) TO S CALIFORNIA AVE  (2800 W),"$4,700.00"
27,Street Speed Hump Menu (2022),ON W MAYPOLE AVE FROM N ASHLAND AVE  (1600 W) TO N PAULINA ST  (1700 W),"$4,700.00"
27,Street Speed Hump Menu (2022),ON W OAK ST FROM N HUDSON AVE  (433 W) TO N CLEVELAND AVE  (500 W),"$2,350.00"
27,Street Speed Hump Menu (2022),ON W OHIO ST FROM N KEDZIE AVE  (3200 W) TO N HOMAN AVE  (3400 W),"$9,400.00"
27,Street Speed Hump Replacement (2022),ON N AVERS AVE FROM W IOWA ST  (900 N) TO W AUGUSTA BLVD  (1000 N),$0.00
27,Street Speed Hump Replacement (2022),ON W FULTON BLVD FROM N SACRAMENTO BLVD  (3000 W) TO N KEDZIE AVE  (3200 W),$0.00
28,Alley Resurfacing Menu (2022),W WILCOX ST &  S PULASKI RD&S SPRINGFIELD AVE &  W ADAMS ST,"$20,766.88"
28,Alley Speed Hump Menu (2022),W FILLMORE ST &  S LOOMIS ST&S LAFLIN ST &  W ROOSEVELT RD,"$2,100.00"
28,Alley Speed Hump Menu (2022),W FILLMORE ST &  S THROOP ST&S LOOMIS ST &  W GRENSHAW ST,"$1,400.00"
28,Alley Speed Hump Menu (2022),W GLADYS AVE &  S HAMLIN BLVD&S SPRINGFIELD AVE &  W VAN BUREN ST,"$2,100.00"
28,Alley Speed Hump Menu (2022),W TAYLOR ST &  S LOOMIS ST&S LAFLIN ST &  W FILLMORE ST,"$1,400.00"
28,Alley Speed Hump Menu (2022),W TAYLOR ST &  S THROOP ST&S LOOMIS ST &  W FILLMORE ST,"$1,400.00"
28,Alley Speed Hump Replacement (2022),W WILCOX ST &  S PULASKI RD&S SPRINGFIELD AVE &  W ADAMS ST,$0.00
28,Bollard Menu (2022),W MAYPOLE AVE &  N HAMLIN BLVD,"$6,035.70"
28,Collector Street - Miscellaneous Concrete  (2022),ON S ALBANY AVE FROM W HARRISON ST  (600 S) TO W ROOSEVELT RD  (1200 S),"$7,272.69"
28,Miscellaneous CDOT Projects (2022),4301 W JACKSON BLVD,$660.00
28,Pavement Markings Menu (2022),ON S RACINE AVE FROM W ADAMS ST  (200 S) TO W JACKSON BLVD  (300 S),"$1,500.00"
28,POD Camera Relocation - 162 N Laramie,162 N LARAMIE AVE,"$1,800.00"
28,Sidewalk Menu (2022),4123 W GLADYS AVE,"$3,360.88"
28,Sidewalk Menu (2022),ON N LAVERGNE AVE FROM W WASHINGTON BLVD  (100 N) TO W WEST END AVE  (150 N),"$41,102.00"
28,Sidewalk Menu (2022),ON S ST LOUIS AVE FROM 318 S TO W JACKSON BLVD  (300 S),"$10,874.29"
28,Street Light Pole for High Definition Camera Menu (2022),S KILBOURN AVE &  W GLADYS AVE,"$3,500.00"
28,Street Light Residential Staggered Piggy Back Menu (2022),ON W ADAMS ST FROM S HAMLIN BLVD  (3800 W) TO S SPRINGFIELD AVE  (3900 W),"$142,000.00"
28,Street Light Residential Staggered Piggy Back Menu (2022),ON W CONGRESS PKWY FROM S KOSTNER AVE  (4400 W) TO S KOLMAR AVE  (4550 W); ON S KILBOURN AVE FROM W VAN BUREN ST  (400 S) TO W HARRISON ST  (600 S),"$329,000.00"
28,Street Light Residential Staggered Piggy Back Menu (2022),ON W FILLMORE ST FROM S WESTERN AVE  (2400 W) TO S CAMPBELL AVE  (2500 W),"$165,000.00"
28,Street Light Residential Staggered Piggy Back Menu (2022),ON W GRENSHAW ST FROM S WESTERN AVE  (2400 W) TO S CAMPBELL AVE  (2500 W),"$145,000.00"
28,Street Light Residential Staggered Piggy Back Menu (2022),ON W MONROE ST FROM S HAMLIN BLVD  (3800 W) TO S PULASKI RD  (4000 W),"$293,200.00"
28,Street Light Residential Staggered Piggy Back Menu (2022),ON W WILCOX ST FROM S HAMLIN BLVD  (3800 W) TO S SPRINGFIELD AVE  (3900 W),"$142,000.00"
28,Street Resurfacing Menu (2022),ON S KENNETH AVE FROM W WEST END AVE  (200 N) TO W MAYPOLE AVE  (240 N),"$40,246.38"
28,Street Resurfacing Menu (2022),ON W ADAMS ST FROM S KILPATRICK AVE  (4700 W) TO S CICERO AVE  (4800 W),"$57,565.38"
28,Street Speed Hump Menu (2022),ON N KILBOURN AVE FROM W MADISON ST  (0 S) TO W WASHINGTON BLVD  (100 N),"$2,350.00"
28,Street Speed Hump Menu (2022),ON N KILDARE AVE FROM W WASHINGTON BLVD  (100 N) TO W WEST END AVE  (200 N),"$2,350.00"
28,Street Speed Hump Menu (2022),ON W FIFTH AVE FROM S ST LOUIS AVE  (3510 W) TO S CENTRAL PARK AVE  (3600 W),"$4,700.00"
28,Street Speed Hump Menu (2022),ON W FILLMORE ST FROM S THROOP ST  (1300 W) TO S LAFLIN ST  (1500 W),"$9,400.00"
28,Street Speed Hump Menu (2022),ON W GLADYS AVE FROM 2600 W TO S WASHTENAW AVE  (2700 W),"$4,700.00"
28,Street Speed Hump Menu (2022),ON W GLADYS AVE FROM S KOSTNER AVE  (4400 W) TO S KILBOURN AVE  (4500 W),"$4,700.00"
29,1 LPR/Existing Camera - N Harlem and W Belmont,N HARLEM AVE &  W BELMONT AVE,"$10,971.00"
29,1 LPR w/o Camera NW Corner N Harlem and W Belmont,W BELMONT AVE &  N HARLEM AVE,"$27,410.00"
29,Alley Apron Menu (2022),N NEVA AVE &  W ROSCOE ST&W SCHOOL ST &  N NOTTINGHAM AVE,"$34,139.53"
29,Alley Resurfacing Menu (2022),4800-4900 W VAN BUREN ST; S LAVERGNE AVE &  W CONGRESS PKWY&W VAN BUREN ST & S CICERO AVE,"$71,715.76"
29,Alley Resurfacing Menu (2022),N AUSTIN BLVD &  W DIVISION ST&W THOMAS ST &  N MASON AVE,"$26,736.87"
29,Alley Resurfacing Menu (2022),N CENTRAL AVE &  W HIRSCH ST&W POTOMAC AVE &  N PARKSIDE AVE; 1324 N CENTRAL AVE,"$36,002.28"
29,Alley Resurfacing Menu (2022),N MASON AVE &  W LE MOYNE ST&W HIRSCH ST &  N MAYFIELD AVE; 1457 N MASON AVE,"$37,952.15"
29,Alley Resurfacing Menu (2022),N NATOMA AVE &  W CORTLAND ST&W BLOOMINGDALE AVE &  N NASHVILLE AVE; 1837 N NATOMA AVE,"$44,151.67"
29,Alley Resurfacing Menu (2022),N NEWCASTLE AVE &  W ARMITAGE AVE&W CORTLAND ST &  N OAK PARK AVE; 1900 N OAK PARK AVE,"$42,667.66"
29,Alley Resurfacing Menu (2022),N NEW ENGLAND AVE &  W BLOOMINGDALE AVE&W WABANSIA AVE &  N NEWCASTLE AVE,"$37,054.39"
29,Alley Resurfacing Menu (2022),N NEWLAND AVE &  W CORTLAND ST&W BLOOMINGDALE AVE &  N NEW ENGLAND AVE,"$39,881.52"
29,Alley Resurfacing Menu (2022),N WALLER AVE &  W HIRSCH ST&W POTOMAC AVE &  N PARKSIDE AVE,"$33,059.18"
29,Alley Resurfacing Menu (2022),N WALLER AVE &  W LE MOYNE ST&W NORTH AVE &  N MASSASOIT AVE,"$34,793.23"
29,Alley Resurfacing Menu (2022),S LOCKWOOD AVE &  W JACKSON BLVD&W GLADYS AVE &  S LARAMIE AVE; 5255 W JACKSON BLVD,"$41,663.18"
29,Alley Resurfacing Menu (2022),W GLADYS AVE &  S LOTUS AVE&S CENTRAL AVE &  W JACKSON BLVD; 5548 W GLADYS AVE,"$38,367.96"
29,Alley Resurfacing Menu (2022),W SUPERIOR ST &  N AUSTIN BLVD&W CHICAGO AVE &  N MAYFIELD AVE,"$41,570.12"
29,Alley Speed Hump Menu (2022),S LEAMINGTON AVE &  W GLADYS AVE&W VAN BUREN ST &  S LAVERGNE AVE; 5045 W GLADYS AVE,"$2,800.00"
29,Alley Speed Hump Replacement (2022),1845 N NEWLAND AVE,$0.00
29,Alley Speed Hump Replacement (2022),N CENTRAL AVE &  W HIRSCH ST&W POTOMAC AVE &  N PARKSIDE AVE; 1324 N CENTRAL AVE,$0.00
29,Alley Speed Hump Replacement (2022),N MASON AVE &  W LE MOYNE ST&W HIRSCH ST &  N MAYFIELD AVE; 1457 N MASON AVE,$0.00
29,Alley Speed Hump Replacement (2022),W GLADYS AVE &  S LOTUS AVE&S CENTRAL AVE &  W JACKSON BLVD; 5548 W GLADYS AVE,$0.00
29,Alley Speed Hump Replacement (2022),W SUPERIOR ST &  N AUSTIN BLVD&W CHICAGO AVE &  N MAYFIELD AVE,$0.00
29,Collector Street - Miscellaneous Concrete  (2022),ON S LOCKWOOD AVE FROM W WASHINGTON BLVD  (100 N) TO W FLOURNOY ST  (700 S),"$5,194.20"
29,Community Garden - Harambee Garden - 500 N Waller Ave,500 N WALLER AVE,"$16,700.00"
29,Curb & Gutter Menu (2022),119 S MAYFIELD AVE,"$10,348.62"
29,Curb & Gutter Menu (2022),1700 N NORDICA AVE,"$8,742.19"
29,Miscellaneous CDOT Projects (2022),5235 W ADAMS ST,$150.00
29,Miscellaneous CDOT Projects (2022),5309 W ADAMS ST; 5339 W MONROE ST; 132 N WALLER AVE; 5300 W VAN BUREN ST; 5930 W CHICAGO AVE; 5517 W WEST END AVE,$750.00
29,PTZ Camera - N Harlem and W Belmont,N HARLEM AVE &  W BELMONT AVE,"$24,776.00"
29,Sayre Language Academy Mural w/ DCASE,1850 N NEWLAND AVE,"$25,000.00"
29,Sidewalk Menu (2022),1256 N WALLER AVE,"$24,323.39"
29,Sidewalk Menu (2022),1920 N NATOMA AVE,"$6,733.31"
29,Sidewalk Menu (2022),2438 N NEVA AVE,"$12,916.40"
29,Sidewalk Menu (2022),3030 N NEVA AVE,"$12,126.87"
29,Sidewalk Menu (2022),3037 N OCONTO AVE,"$3,541.31"
29,Sidewalk Menu (2022),5934 W OHIO ST,"$6,574.84"
29,Sidewalk Menu (2022),900 S MENARD AVE,"$36,142.89"
29,Sidewalk Menu (2022),N NEVA AVE &  W DICKENS AVE; 2056 N NEVA AVE,"$25,232.67"
29,Sidewalk Menu (2022),N NEWLAND AVE &  W PALMER ST; 6928 W PALMER ST,"$35,750.13"
29,Speed Indicator Signs (2022),W HARRISON ST &  S LEAMINGTON AVE,"$11,000.00"
29,Street Cul-de-Sac Menu (2022),ON N MASON AVE FROM W MADISON ST  (0 S) TO W WASHINGTON BLVD  (100 N),"$6,662.37"
29,Street Light Pole for High Definition Camera Menu (2022),1300-1400 N MAYFIELD AVE; N MAYFIELD AVE &  W HIRSCH ST,"$6,000.00"
29,Street Light Upgrade Menu (2022),21 S MASON AVE,$340.23
29,Street Light Upgrade Menu (2022),22-28 S MAYFIELD AVE,$500.00
29,Street Resurfacing Menu (2022),ON N MENARD AVE FROM W THOMAS ST  (1100 N) TO W DIVISION ST  (1200 N),"$47,813.21"
29,Street Resurfacing Menu (2022),ON N MONITOR AVE FROM W LE MOYNE ST  (1500 N) TO W NORTH AVE  (1600 N),"$53,384.22"
29,Street Resurfacing Menu (2022),ON N NAGLE AVE FROM W WABANSIA AVE  (1700 N) TO W BLOOMINGDALE AVE  (1800 N),"$50,614.55"
29,Street Resurfacing Menu (2022),ON N NATCHEZ AVE FROM W WABANSIA AVE  (1700 N) TO W NORTH AVE  (1600 N),"$52,039.63"
29,Street Resurfacing Menu (2022),ON N NEWCASTLE AVE FROM W ARMITAGE AVE  (2000 N) TO W DICKENS AVE  (2100 N),"$49,254.67"
29,Street Resurfacing Menu (2022),ON N NEW ENGLAND AVE FROM W WABANSIA AVE  (1700 N) TO W BLOOMINGDALE AVE (1800 N),"$55,604.46"
29,Street Resurfacing Menu (2022),ON N NORDICA AVE FROM W CORTLAND ST  (1900 N) TO W ARMITAGE AVE  (2000 N),"$53,399.58"
29,Street Resurfacing Menu (2022),ON N PARKSIDE AVE FROM W HIRSCH ST  (1400 N) TO W LE MOYNE ST  (1500 N); 1400 N PARKSIDE AVE,"$2,681.74"
29,Street Resurfacing Menu (2022),ON N RUTHERFORD AVE FROM W BLOOMINGDALE AVE  (1800 N) TO W CORTLAND ST  (1900 N),"$61,011.59"
29,Street Resurfacing Menu (2022),ON N WALLER AVE FROM W LE MOYNE ST  (1500 N) TO W NORTH AVE  (1600 N),"$44,567.82"
29,Street Resurfacing Menu (2022),ON W RACE AVE FROM N WALLER AVE  (5700 W) TO N MAYFIELD AVE  (5900 W),"$119,233.84"
29,Street Speed Hump Menu (2022),100 S MASON AVE; ON S MASON AVE FROM W MADISON ST  (0 S) TO W ADAMS BLVD  (200 S),"$7,050.00"
29,Street Speed Hump Menu (2022),1340 N WALLER AVE,"$2,350.00"
29,Street Speed Hump Menu (2022),4850 W VAN BUREN ST,"$2,350.00"
29,Street Speed Hump Menu (2022),846 N MENARD AVE; ON N MENARD AVE FROM W RICE ST  (830 N) TO W IOWA ST  (900 N),"$2,350.00"
29,Street Speed Hump Menu (2022),ON N NEWCASTLE AVE FROM W BLOOMINGDALE AVE  (1800 N) TO W CORTLAND ST  (1900 N),"$4,700.00"
29,Street Speed Hump Menu (2022),ON N WALLER AVE FROM W THOMAS ST  (1100 N) TO W DIVISION ST  (1200 N),"$4,700.00"
29,Street Speed Hump Menu (2022),ON W ARMITAGE AVE FROM N HARLEM AVE  (7199 W) TO N NEVA AVE  (7147 W),"$2,350.00"
29,Street Speed Hump Replacement (2022),ON N MONITOR AVE FROM W LE MOYNE ST  (1500 N) TO W NORTH AVE  (1600 N),$0.00
29,Street Speed Hump Replacement (2022),ON N RUTHERFORD AVE FROM W BLOOMINGDALE AVE  (1800 N) TO W CORTLAND ST  (1900 N),$0.00
29,Viaduct Improvement Menu (2022),ON N CENTRAL AVE FROM W LAKE ST  (400 N) TO W CORCORAN PL  (348 N),"$4,102.76"
30,Alley Apron Menu (2022),2745 N MOBILE AVE,"$9,378.29"
30,Alley Apron Menu (2022),2814 N HAMLIN AVE,"$10,483.00"
30,Alley Apron Menu (2022),2826 N HARDING AVE,"$11,994.19"
30,Alley Apron Menu (2022),6117 W GEORGE ST,"$20,428.29"
30,Alley Apron Menu (2022),6156 W BELMONT AVE,"$10,185.30"
30,Alley Resurfacing Menu (2022),2841 N MENARD AVE; N MENARD AVE &  W GEORGE ST&W DIVERSEY AVE &  N MANGO AVE,"$54,937.46"
30,Alley Resurfacing Menu (2022),2856 N AVERS AVE; N AVERS AVE &  W GEORGE ST&W DIVERSEY AVE &  N SPRINGFIELD AVE,"$48,865.16"
30,Alley Resurfacing Menu (2022),2949 N MONITOR AVE; N MONITOR AVE &  W WELLINGTON AVE&W GEORGE ST &  N MENARD AVE,"$41,281.52"
30,Alley Resurfacing Menu (2022),3422 N RIDGEWAY AVE; N RIDGEWAY AVE &  W ROSCOE ST&W CORNELIA AVE &  N HAMLIN AVE,"$40,167.91"
30,Alley Resurfacing Menu (2022),3429 N TRIPP AVE; N TRIPP AVE &  W ROSCOE ST&N MILWAUKEE AVE &  N KEELER AVE,"$46,367.62"
30,Alley Resurfacing Menu (2022),5304 W FLETCHER ST; W FLETCHER ST &  N LOCKWOOD AVE&N LONG AVE &  W BELMONT AVE,"$26,264.17"
30,Alley Resurfacing Menu (2022),5415 W SCHOOL ST; W SCHOOL ST &  N LONG AVE&N LINDER AVE &  W MELROSE ST,"$40,758.78"
30,Alley Resurfacing Menu (2022),5501 W DRUMMOND PL; W DRUMMOND PL &  N LINDER AVE&N CENTRAL AVE &  W WRIGHTWOOD AVE,"$41,281.52"
30,Alley Resurfacing Menu (2022),5501 W PARKER AVE; W PARKER AVE &  N CENTRAL AVE&N LINDER AVE &  W SCHUBERT AVE,"$55,814.72"
30,Alley Resurfacing Menu (2022),5515 W HENDERSON ST; W HENDERSON ST &  N LINDER AVE&N CENTRAL AVE &  W SCHOOL ST,"$21,330.41"
30,Alley Resurfacing Menu (2022),5859 W DIVERSEY AVE; W DIVERSEY AVE &  N MARMORA AVE&N MONITOR AVE &  W SCHUBERT AVE,"$52,778.38"
30,Alley Resurfacing Menu (2022),5935 W HENDERSON ST; W HENDERSON ST &  N MARMORA AVE&N AUSTIN AVE &  W SCHOOL ST,"$24,284.76"
30,Alley Resurfacing Menu (2022),6301 W DIVERSEY AVE; W DIVERSEY AVE &  N MOBILE AVE&N MULLIGAN AVE &  W SCHUBERT AVE,"$13,974.08"
30,Alley Resurfacing Menu (2022),W ADDISON ST &  N KARLOV AVE&N PULASKI RD &  W EDDY ST,"$36,731.82"
30,Alley Speed Hump Replacement (2022),2841 N MENARD AVE; N MENARD AVE &  W GEORGE ST&W DIVERSEY AVE &  N MANGO AVE,$0.00
30,Alley Speed Hump Replacement (2022),2949 N MONITOR AVE; N MONITOR AVE &  W WELLINGTON AVE&W GEORGE ST &  N MENARD AVE,$0.00
30,Alley Speed Hump Replacement (2022),3422 N RIDGEWAY AVE; N RIDGEWAY AVE &  W ROSCOE ST&W CORNELIA AVE &  N HAMLIN AVE,$0.00
30,Alley Speed Hump Replacement (2022),3429 N TRIPP AVE; N TRIPP AVE &  W ROSCOE ST&N MILWAUKEE AVE &  N KEELER AVE,$0.00
30,Alley Speed Hump Replacement (2022),5415 W SCHOOL ST; W SCHOOL ST &  N LONG AVE&N LINDER AVE &  W MELROSE ST,$0.00
30,Alley Speed Hump Replacement (2022),5501 W PARKER AVE; W PARKER AVE &  N CENTRAL AVE&N LINDER AVE &  W SCHUBERT AVE,$0.00
30,Alley Speed Hump Replacement (2022),N AVERS AVE &  W GEORGE ST&W DIVERSEY AVE &  N SPRINGFIELD AVE; 2856 N AVERS AVE,$0.00
30,Alley Speed Hump Replacement (2022),W ADDISON ST &  N KARLOV AVE&N PULASKI RD &  W EDDY ST,$0.00
30,Alley Speed Hump Replacement (2022),W DRUMMOND PL &  N LINDER AVE&N CENTRAL AVE &  W WRIGHTWOOD AVE; 5501 W DRUMMOND PL,$0.00
30,Curb & Gutter Menu (2022),3528 N KILPATRICK AVE,"$15,810.47"
30,Curb & Gutter Menu (2022),5346 W MELROSE ST; 5347 W MELROSE ST; 5353 W MELROSE ST; 5355 W MELROSE ST; 5319W MELROSE ST; 5323 W MELROSE ST; 5328 W MELROSE ST; 5318 W MELROSE ST; 5340 W MELROSE ST,"$20,639.38"
30,Curb & Gutter Menu (2022),5531 W PARKER AVE; 5515 W PARKER AVE; 5518 W PARKER AVE; 5536 W PARKER AVE; 5537 W PARKER AVE; 5529 W PARKER AVE,"$20,715.84"
30,Curb & Gutter Menu (2022),5932 W SCHOOL ST,"$3,311.08"
30,Curb & Gutter Menu (2022),6010 W SCHOOL ST,"$6,420.62"
30,Curb & Gutter Menu (2022),6058 W WELLINGTON AVE,"$15,168.13"
30,Curb & Gutter Menu (2022),6100 W WELLINGTON AVE,"$12,453.25"
30,Curb & Gutter Menu (2022),ON N PARKSIDE AVE FROM W ALTGELD ST  (2500 N) TO W WRIGHTWOOD AVE  (2600 N),"$29,993.00"
30,Sidewalk Menu (2022),2422-2424 N MARMORA AVE,"$5,877.11"
30,Sidewalk Menu (2022),2504-2506 N MANGO AVE; 2519 N MANGO AVE,"$11,541.11"
30,Sidewalk Menu (2022),2555 N MCVICKER AVE,"$7,921.10"
30,Sidewalk Menu (2022),2604 N MANGO AVE; 2629 N MANGO AVE; 2635 N MANGO AVE,"$13,415.89"
30,Sidewalk Menu (2022),2619 N MONITOR AVE,"$6,363.27"
30,Sidewalk Menu (2022),2720 N AUSTIN AVE,"$4,666.90"
30,Sidewalk Menu (2022),2900 N MELVINA AVE,"$5,051.34"
30,Sidewalk Menu (2022),2906-2910 N MOODY AVE,"$8,778.85"
30,Sidewalk Menu (2022),2918 N MANGO AVE,"$3,963.38"
30,Sidewalk Menu (2022),3000 N MAJOR AVE,"$9,905.16"
30,Sidewalk Menu (2022),3103 N MASON AVE; ON N MASON AVE FROM W BARRY AVE  (3100 N) TO W BELMONT AVE (3200 N),"$32,726.30"
30,Sidewalk Menu (2022),3202 N MEADE AVE,"$24,384.44"
30,Sidewalk Menu (2022),3254 N KENNETH AVE,"$5,575.50"
30,Sidewalk Menu (2022),3346 N SPRINGFIELD AVE,"$9,115.26"
30,Sidewalk Menu (2022),3501 N KILPATRICK AVE; 3504 N KILPATRICK AVE; 3505 N KILPATRICK AVE; 3525 N KILPATRICK AVE,"$16,817.83"
30,Sidewalk Menu (2022),3506 N KILDARE AVE,"$2,045.18"
30,Sidewalk Menu (2022),4727 W BERENICE AVE,"$8,365.02"
30,Sidewalk Menu (2022),4829 W WAVELAND AVE; 4834 W WAVELAND AVE,"$7,979.87"
30,Sidewalk Menu (2022),5908 W DIVERSEY AVE,"$2,995.55"
30,Sidewalk Menu (2022),ON N MOODY AVE FROM W DIVERSEY AVE  (2800 N) TO W GEORGE ST  (2900 N),"$47,511.52"
30,Street Light Residential Staggered Piggy Back Menu (2022),ON N MCVICKER AVE FROM W DIVERSEY AVE  (2800 N) TO W WELLINGTON AVE  (3000 N),"$227,861.48"
30,Street Resurfacing Menu (2022),ON N MASON AVE FROM W DIVERSEY AVE  (2800 N) TO W WELLINGTON AVE  (3000 N),"$113,652.43"
30,Street Resurfacing Menu (2022),ON W FLETCHER ST FROM N LOCKWOOD AVE  (5300 W) TO N LONG AVE  (5400 W),"$58,491.65"
30,Street Resurfacing Menu (2022),ON W SCHOOL ST FROM N MARMORA AVE  (5900 W) TO N AUSTIN AVE  (6000 W),"$40,796.25"
30,Street Resurfacing Menu (2022),ON W WRIGHTWOOD AVE FROM N MONITOR AVE  (5830 W) TO N AUSTIN AVE  (6000 W),"$68,878.45"
30,Street Speed Hump Menu (2022),ON N KOLMAR AVE FROM W CORNELIA AVE  (3500 N) TO W ADDISON ST  (3600 N),"$4,700.00"
30,Street Speed Hump Menu (2022),ON N MEADE AVE FROM W NEWPORT AVE  (3430 N) TO W CORNELIA AVE  (3500 N),"$2,350.00"
30,Street Speed Hump Menu (2022),ON N MENARD AVE FROM W GEORGE ST  (2900 N) TO W WELLINGTON AVE  (3000 N),"$4,700.00"
30,Street Speed Hump Menu (2022),ON N MONITOR AVE FROM W WRIGHTWOOD AVE  (2600 N) TO W SCHUBERT AVE  (2700 N),"$4,700.00"
30,Street Speed Hump Menu (2022),ON N SPRINGFIELD AVE FROM W CORNELIA AVE  (3500 N) TO W EDDY ST  (3530 N),"$2,350.00"
30,Street Speed Hump Menu (2022),ON W CORNELIA AVE FROM N SPRINGFIELD AVE  (3900 W) TO N HARDING AVE  (3930 W),"$2,350.00"
30,Street Speed Hump Menu (2022),ON W PATTERSON AVE FROM N KILPATRICK AVE  (4700 W) TO N CICERO AVE  (4800 W),"$2,350.00"
31,Alley Apron Menu (2022),ON N KENTON AVE FROM W SCHUBERT AVE  (2700 N) TO W PARKER AVE  (2740 N),"$12,964.65"
31,Alley Resurfacing Menu (2022),N KOSTNER AVE &  W DIVERSEY AVE&W GEORGE ST &  N LOWELL AVE; 2813 N KOSTNER AVE,"$47,565.25"
31,Alley Resurfacing Menu (2022),N LOTUS AVE &  W WELLINGTON AVE&W BARRY AVE &  N LINDER AVE; 3001 N LINDER AVE,"$41,340.61"
31,Alley Resurfacing Menu (2022),N TRIPP AVE &  W BELDEN AVE&W FULLERTON AVE &  N KILDARE AVE; 2300 N TRIPP AVE,"$54,030.66"
31,Alley Resurfacing Menu (2022),W ALTGELD ST &  N KOSTNER AVE&N KILBOURN AVE &  W DEMING PL,"$39,754.31"
31,Alley Resurfacing Menu (2022),W OAKDALE AVE &  N LOCKWOOD AVE&N LONG AVE &  W WELLINGTON AVE,"$46,872.09"
31,Alley Resurfacing Menu (2022),W WRIGHTWOOD AVE &  N LOCKWOOD AVE&N LONG AVE &  W DRUMMOND PL,"$40,965.59"
31,Alley Speed Hump Menu (2022),W WOLFRAM ST &  N LARAMIE AVE&N LOCKWOOD AVE &  W DIVERSEY AVE; 5218 W DIVERSEY AVE,"$1,400.00"
31,Alley Speed Hump Replacement (2022),2813 N KOSTNER AVE; N KOSTNER AVE &  W DIVERSEY AVE&W GEORGE ST &  N LOWELL AVE,$0.00
31,Alley Speed Hump Replacement (2022),N LOTUS AVE &  W WELLINGTON AVE&W BARRY AVE &  N LINDER AVE; 3001 N LINDER AVE,$0.00
31,Alley Speed Hump Replacement (2022),ON N KARLOV AVE FROM W NELSON ST  (3030 N) TO W BELMONT AVE  (3200 N),$0.00
31,Alley Speed Hump Replacement (2022),W ALTGELD ST &  N KOSTNER AVE&N KILBOURN AVE &  W DEMING PL,$0.00
31,Alley Speed Hump Replacement (2022),W BELDEN AVE &  N TRIPP AVE&N KILDARE AVE &  W FULLERTON AVE,$0.00
31,Alley Speed Hump Replacement (2022),W OAKDALE AVE &  N LOCKWOOD AVE&N LONG AVE &  W WELLINGTON AVE,$0.00
31,Alley Speed Hump Replacement (2022),W WRIGHTWOOD AVE &  N LOCKWOOD AVE&N LONG AVE &  W DRUMMOND PL,$0.00
31,Arterial Street Bump Outs Menu (2022),N LARAMIE AVE &  W CORNELIA AVE,"$80,708.23"
31,Floodlight Menu (2022),2300 N LOCKWOOD AVE; 2314 N LOCKWOOD AVE,"$1,900.00"
31,Miscellaneous CDOT Projects (2022),2931 N LARAMIE AVE,$660.00
31,Sidewalk Menu (2022),2936 N KEATING AVE; 2938 N KEATING AVE,"$11,176.02"
31,Sidewalk Menu (2022),2947 N KEATING AVE,"$5,988.03"
31,Sidewalk Menu (2022),4559 W PARKER AVE; ON N KENTON AVE FROM W SCHUBERT AVE  (2700 N) TO W PARKER AVE  (2740 N); 4558 W SCHUBERT AVE,"$22,089.39"
31,Sidewalk Menu (2022),4819 W HENDERSON ST,"$6,099.18"
31,Sidewalk Menu (2022),5000 W DRUMMOND PL; W DRUMMOND PL &  N LAVERGNE AVE,"$11,909.50"
31,Sidewalk Menu (2022),5009 W GEORGE ST,"$1,711.00"
31,Sidewalk Menu (2022),5055 W GEORGE ST,"$1,415.06"
31,Sidewalk Menu (2022),5300 W DRUMMOND PL; N LOCKWOOD AVE &  W DRUMMOND PL,"$17,506.48"
31,Sidewalk Menu (2022),5301 W SCHUBERT AVE,"$10,454.34"
